source_hero,vs_hero,block,vs_role,score,grade_raw
윈스턴,도미나,상성,탱커,0.0,
윈스턴,둠피스트,상성,탱커,-2.0,
윈스턴,해저드,상성,탱커,-1.0,
윈스턴,정커퀸,상성,탱커,-1.0,
윈스턴,마우가,상성,탱커,-3.0,
윈스턴,오리사,상성,탱커,2.0,
윈스턴,라마트라,상성,탱커,0.0,
윈스턴,라인하르트,상성,탱커,2.0,
윈스턴,로드호그,상성,탱커,-3.0,
윈스턴,시그마,상성,탱커,3.0,
윈스턴,레킹볼,상성,탱커,0.0,
윈스턴,자리야,상성,탱커,3.0,
윈스턴,안란,상성,딜러,2.0,
윈스턴,애쉬,상성,딜러,1.0,
윈스턴,바스티온,상성,딜러,-3.0,
윈스턴,캐서디,상성,딜러,0.0,
윈스턴,에코,상성,딜러,1.0,
윈스턴,엠레,상성,딜러,0.0,
윈스턴,프레야,상성,딜러,-2.0,
윈스턴,겐지,상성,딜러,3.0,
윈스턴,한조,상성,딜러,2.0,
윈스턴,정크랫,상성,딜러,-2.0,
윈스턴,메이,상성,딜러,1.0,
윈스턴,파라,상성,딜러,1.0,
윈스턴,리퍼,상성,딜러,-3.0,
윈스턴,시온,상성,딜러,1.0,
윈스턴,시에라,상성,딜러,2.0,
윈스턴,소전,상성,딜러,1.0,
윈스턴,솔저: 76,상성,딜러,2.0,
윈스턴,솜브라,상성,딜러,3.0,
윈스턴,시메트라,상성,딜러,2.0,
윈스턴,토르비욘,상성,딜러,-2.0,
윈스턴,트레이서,상성,딜러,2.0,
윈스턴,벤데타,상성,딜러,-2.0,
윈스턴,벤처,상성,딜러,0.0,
윈스턴,위도우메이커,상성,딜러,3.0,
윈스턴,아나,상성,힐러,2.0,
윈스턴,바티스트,상성,힐러,2.0,
윈스턴,브리기테,상성,힐러,0.0,
윈스턴,일리아리,상성,힐러,1.0,
윈스턴,제트팩 캣,상성,힐러,0.0,
윈스턴,주노,상성,힐러,1.0,
윈스턴,키리코,상성,힐러,3.0,
윈스턴,라이프위버,상성,힐러,1.0,
윈스턴,루시우,상성,힐러,0.0,
윈스턴,메르시,상성,힐러,-1.0,
윈스턴,미즈키,상성,힐러,-1.0,
윈스턴,모이라,상성,힐러,0.0,
윈스턴,우양,상성,힐러,2.0,
윈스턴,젠야타,상성,힐러,-2.0,
레킹볼,D.Mon,상성,탱커,0.0,
레킹볼,D.Va,상성,탱커,0.0,
레킹볼,도미나,상성,탱커,2.5,
레킹볼,둠피스트,상성,탱커,-1.0,
레킹볼,해저드,상성,탱커,0.0,
레킹볼,정커퀸,상성,탱커,0.0,
레킹볼,마우가,상성,탱커,-1.5,
레킹볼,오리사,상성,탱커,-1.0,
레킹볼,라마트라,상성,탱커,2,유리 (팀파이트) 약간 불리 (1대1) [v1.5 팀전 값 채택]
레킹볼,라인하르트,상성,탱커,1.0,
레킹볼,로드호그,상성,탱커,-3.0,
레킹볼,시그마,상성,탱커,2,유리 (팀파이트) 중립 (1대1) [v1.5 팀전 값 채택]
레킹볼,윈스턴,상성,탱커,2.0,
레킹볼,자리야,상성,탱커,2.0,
레킹볼,안란,상성,딜러,0.0,
레킹볼,애쉬,상성,딜러,2.0,
레킹볼,바스티온,상성,딜러,-2.0,
레킹볼,캐서디,상성,딜러,-2.0,
레킹볼,에코,상성,딜러,-2.0,
레킹볼,엠레,상성,딜러,0.0,
레킹볼,프레야,상성,딜러,2.0,
레킹볼,겐지,상성,딜러,2.0,
레킹볼,한조,상성,딜러,0.5,
레킹볼,정크랫,상성,딜러,1.0,
레킹볼,메이,상성,딜러,-1.0,
레킹볼,파라,상성,딜러,2.0,
레킹볼,리퍼,상성,딜러,-2.0,
레킹볼,시온,상성,딜러,2.0,
레킹볼,시에라,상성,딜러,-2.0,
레킹볼,소전,상성,딜러,3.0,
레킹볼,솔저: 76,상성,딜러,2.0,
레킹볼,솜브라,상성,딜러,-2.0,
레킹볼,시메트라,상성,딜러,-1.0,
레킹볼,토르비욘,상성,딜러,-2.0,
레킹볼,트레이서,상성,딜러,2.0,
레킹볼,벤데타,상성,딜러,-2.0,
레킹볼,벤처,상성,딜러,0.0,
레킹볼,위도우메이커,상성,딜러,3.0,
레킹볼,아나,상성,힐러,0.0,
레킹볼,바티스트,상성,힐러,3.0,
레킹볼,브리기테,상성,힐러,-2.0,
레킹볼,일리아리,상성,힐러,1.0,
레킹볼,제트팩 캣,상성,힐러,1.0,
레킹볼,주노,상성,힐러,2.0,
레킹볼,키리코,상성,힐러,2.0,
레킹볼,라이프위버,상성,힐러,0.0,
레킹볼,루시우,상성,힐러,0.0,
레킹볼,메르시,상성,힐러,2.0,
레킹볼,미즈키,상성,힐러,-2.0,
레킹볼,모이라,상성,힐러,1.0,
레킹볼,우양,상성,힐러,2.0,
레킹볼,젠야타,상성,힐러,0.0,
자리야,D.Mon,상성,탱커,-2.0,
자리야,D.Va,상성,탱커,3.0,
자리야,도미나,상성,탱커,2.0,
자리야,둠피스트,상성,탱커,0.0,
자리야,해저드,상성,탱커,1.0,
자리야,정커퀸,상성,탱커,3.0,
자리야,마우가,상성,탱커,0.0,
자리야,오리사,상성,탱커,1.5,
자리야,라마트라,상성,탱커,-2.0,
자리야,라인하르트,상성,탱커,-2.0,
자리야,로드호그,상성,탱커,0.0,
자리야,시그마,상성,탱커,-1,유리 (대인전) 약간 불리 (팀파이트) [v1.5 팀전 값 채택]
자리야,윈스턴,상성,탱커,-3.0,
자리야,레킹볼,상성,탱커,-2.0,
자리야,안란,상성,딜러,3.0,
자리야,애쉬,상성,딜러,-1.0,
자리야,바스티온,상성,딜러,-0.5,
자리야,캐서디,상성,딜러,3.0,
자리야,에코,상성,딜러,-2.0,
자리야,엠레,상성,딜러,-2.0,
자리야,프레야,상성,딜러,0.0,
자리야,겐지,상성,딜러,3.0,
자리야,한조,상성,딜러,-3.0,
자리야,정크랫,상성,딜러,3.0,
자리야,메이,상성,딜러,-2.0,
자리야,파라,상성,딜러,-3.0,
자리야,리퍼,상성,딜러,0.0,
자리야,시온,상성,딜러,2.0,
자리야,시에라,상성,딜러,0.0,
자리야,소전,상성,딜러,-2.0,
자리야,솔저: 76,상성,딜러,-1.0,
자리야,솜브라,상성,딜러,3.0,
자리야,시메트라,상성,딜러,-1.0,
자리야,토르비욘,상성,딜러,2.0,
자리야,트레이서,상성,딜러,2.0,
자리야,벤데타,상성,딜러,0.0,
자리야,벤처,상성,딜러,2.0,
자리야,위도우메이커,상성,딜러,-2.0,
자리야,아나,상성,힐러,2.0,
자리야,바티스트,상성,힐러,-1.0,
자리야,브리기테,상성,힐러,2.0,
자리야,일리아리,상성,힐러,2.0,
자리야,제트팩 캣,상성,힐러,-3.0,
자리야,주노,상성,힐러,0.0,
자리야,키리코,상성,힐러,2.0,
자리야,라이프위버,상성,힐러,-2.0,
자리야,루시우,상성,힐러,2.0,
자리야,메르시,상성,힐러,1.0,
자리야,미즈키,상성,힐러,1.0,
자리야,모이라,상성,힐러,0.0,
자리야,우양,상성,힐러,-2.0,
자리야,젠야타,상성,힐러,-2.0,
안란,D.Mon,상성,탱커,-2.0,
안란,D.Va,상성,탱커,3.0,매우 유리
안란,도미나,상성,탱커,0.0,중립
안란,둠피스트,상성,탱커,-3.0,매우 불리
안란,해저드,상성,탱커,-2.0,불리
안란,정커퀸,상성,탱커,1.0,약간 유리
안란,마우가,상성,탱커,-2.0,불리
안란,오리사,상성,탱커,-1.0,중립 불리 (보호 방벽 특전)
안란,라마트라,상성,탱커,-2.0,불리
안란,라인하르트,상성,탱커,0.0,중립
안란,로드호그,상성,탱커,-3.0,매우 불리
안란,시그마,상성,탱커,2.0,유리
안란,윈스턴,상성,탱커,-2.0,불리
안란,레킹볼,상성,탱커,0.0,중립
안란,자리야,상성,탱커,-3.0,매우 불리
안란,애쉬,상성,딜러,-2.0,불리
안란,바스티온,상성,딜러,-0.5,유리 (설정：수색) 매우 불리 (설정：강습)
안란,캐서디,상성,딜러,-3.0,매우 불리
안란,에코,상성,딜러,-2.0,불리
안란,엠레,상성,딜러,2.0,유리
안란,프레야,상성,딜러,-2.0,불리
안란,겐지,상성,딜러,3.0,매우 유리
안란,한조,상성,딜러,3.0,매우 유리 (근거리)
안란,정크랫,상성,딜러,-3.0,매우 불리
안란,메이,상성,딜러,-1.0,약간 불리
안란,파라,상성,딜러,-2.0,불리
안란,리퍼,상성,딜러,-3.0,매우 불리
안란,시온,상성,딜러,-1.0,
안란,시에라,상성,딜러,2.0,
안란,소전,상성,딜러,2.0,유리 (근거리)
안란,솔저: 76,상성,딜러,1.0,약간 유리
안란,솜브라,상성,딜러,-2.0,불리
안란,시메트라,상성,딜러,2.0,유리
안란,토르비욘,상성,딜러,-3.0,매우 불리
안란,트레이서,상성,딜러,3.0,매우 유리
안란,벤데타,상성,딜러,2.0,유리
안란,벤처,상성,딜러,-3.0,매우 불리
안란,위도우메이커,상성,딜러,3.0,매우 유리
안란,아나,상성,힐러,-3.0,매우 불리
안란,바티스트,상성,힐러,-3.0,매우 불리
안란,브리기테,상성,힐러,-3.0,매우 불리
안란,일리아리,상성,힐러,1.0,약간 유리
안란,제트팩 캣,상성,힐러,-3.0,매우 불리
안란,주노,상성,힐러,2.0,유리
안란,키리코,상성,힐러,-1.0,약간 불리
안란,라이프위버,상성,힐러,-1.0,약간 불리
안란,루시우,상성,힐러,0.0,유리 (1대1) 불리 (운영 및 팀파이트)
안란,메르시,상성,힐러,1.5,매우 유리 (1대1) 유동적 (공중 영웅 포진)
안란,미즈키,상성,힐러,-2.0,불리
안란,모이라,상성,힐러,-1.0,약간 불리
안란,우양,상성,힐러,0.0,중립
안란,젠야타,상성,힐러,-1.0,약간 불리
애쉬,D.Mon,상성,탱커,2.0,
애쉬,D.Va,상성,탱커,-3.0,매우 불리
애쉬,도미나,상성,탱커,0.0,
애쉬,둠피스트,상성,탱커,-2.0,불리
애쉬,해저드,상성,탱커,-2.0,불리
애쉬,정커퀸,상성,탱커,2.0,유리
애쉬,마우가,상성,탱커,2.0,유리
애쉬,오리사,상성,탱커,-0.5,약간 유리 (일반적 상황) 불리 (보호방벽 특전)
애쉬,라마트라,상성,탱커,-1.0,약간 불리
애쉬,라인하르트,상성,탱커,-2.0,불리
애쉬,로드호그,상성,탱커,0.0,중립
애쉬,시그마,상성,탱커,-3.0,매우 불리
애쉬,윈스턴,상성,탱커,-2.0,불리
애쉬,레킹볼,상성,탱커,-2.0,불리
애쉬,자리야,상성,탱커,1.0,약간 유리
애쉬,안란,상성,딜러,2.0,
애쉬,바스티온,상성,딜러,0.0,중립
애쉬,캐서디,상성,딜러,2.0,유리
애쉬,에코,상성,딜러,2.0,유리
애쉬,엠레,상성,딜러,0.0,
애쉬,프레야,상성,딜러,2.0,유리
애쉬,겐지,상성,딜러,-3.0,매우 불리
애쉬,한조,상성,딜러,0.0,중립
애쉬,정크랫,상성,딜러,2.0,유리
애쉬,메이,상성,딜러,-2.0,불리
애쉬,파라,상성,딜러,2.0,유리
애쉬,리퍼,상성,딜러,2.0,유리
애쉬,시온,상성,딜러,-1.0,
애쉬,시에라,상성,딜러,2.0,
애쉬,소전,상성,딜러,1.0,약간 유리
애쉬,솔저: 76,상성,딜러,0.0,중립
애쉬,솜브라,상성,딜러,0.0,중립
애쉬,시메트라,상성,딜러,0.0,중립
애쉬,토르비욘,상성,딜러,2.0,유리
애쉬,트레이서,상성,딜러,2.0,유리
애쉬,벤데타,상성,딜러,0.0,중립
애쉬,벤처,상성,딜러,0.0,중립
애쉬,위도우메이커,상성,딜러,-2.0,불리
애쉬,아나,상성,힐러,2.0,유리
애쉬,바티스트,상성,힐러,2.0,유리
애쉬,브리기테,상성,힐러,2.0,유리
애쉬,일리아리,상성,힐러,2.0,유리
애쉬,제트팩 캣,상성,힐러,3.0,
애쉬,주노,상성,힐러,2.0,유리
애쉬,키리코,상성,힐러,-1.0,약간 불리
애쉬,라이프위버,상성,힐러,2.0,유리
애쉬,루시우,상성,힐러,-1.0,약간 불리
애쉬,메르시,상성,힐러,2.0,유리
애쉬,미즈키,상성,힐러,1.0,
애쉬,모이라,상성,힐러,0.0,중립
애쉬,우양,상성,힐러,1.0,약간 유리
애쉬,젠야타,상성,힐러,1.0,약간 유리
바스티온,D.Mon,상성,탱커,3.0,매우 유리
바스티온,D.Va,상성,탱커,0.0,중립
바스티온,도미나,상성,탱커,2.0,유리
바스티온,둠피스트,상성,탱커,3.0,매우 유리
바스티온,해저드,상성,탱커,2.0,유리
바스티온,정커퀸,상성,탱커,0.0,중립
바스티온,마우가,상성,탱커,0.0,중립
바스티온,오리사,상성,탱커,2.0,유리
바스티온,라마트라,상성,탱커,0.0,중립
바스티온,라인하르트,상성,탱커,2.0,유리
바스티온,로드호그,상성,탱커,0.0,중립
바스티온,시그마,상성,탱커,0.0,중립
바스티온,윈스턴,상성,탱커,3.0,매우 유리
바스티온,레킹볼,상성,탱커,2.0,유리
바스티온,자리야,상성,탱커,0.5,불리 (수색모드) 매우 유리 (강습모드)
바스티온,안란,상성,딜러,1.0,약간 유리
바스티온,애쉬,상성,딜러,0.0,중립
바스티온,캐서디,상성,딜러,2.0,유리
바스티온,에코,상성,딜러,-2.0,불리
바스티온,엠레,상성,딜러,0.0,중립
바스티온,프레야,상성,딜러,-3.0,매우 불리
바스티온,겐지,상성,딜러,-3.0,매우 불리
바스티온,한조,상성,딜러,-3.0,매우 불리
바스티온,정크랫,상성,딜러,-2.0,불리
바스티온,메이,상성,딜러,0.0,중립
바스티온,파라,상성,딜러,2.0,유리
바스티온,리퍼,상성,딜러,0.0,중립
바스티온,시온,상성,딜러,2.0,유리
바스티온,시에라,상성,딜러,-2.0,불리
바스티온,소전,상성,딜러,-2.0,불리
바스티온,솔저: 76,상성,딜러,0.0,중립
바스티온,솜브라,상성,딜러,-2.0,불리
바스티온,시메트라,상성,딜러,2.0,유리
바스티온,토르비욘,상성,딜러,2.0,유리
바스티온,트레이서,상성,딜러,-2.0,불리
바스티온,벤데타,상성,딜러,2.0,유리
바스티온,벤처,상성,딜러,2.0,유리
바스티온,위도우메이커,상성,딜러,0.0,중립
바스티온,아나,상성,힐러,-3.0,매우 불리
바스티온,바티스트,상성,힐러,0.0,중립
바스티온,브리기테,상성,힐러,3.0,매우 유리
바스티온,일리아리,상성,힐러,0.0,중립
바스티온,제트팩 캣,상성,힐러,2.0,유리
바스티온,주노,상성,힐러,2.0,유리
바스티온,키리코,상성,힐러,1.0,약간 유리
바스티온,라이프위버,상성,힐러,2.0,유리
바스티온,루시우,상성,힐러,0.0,중립
바스티온,메르시,상성,힐러,2.0,유리
바스티온,미즈키,상성,힐러,0.0,중립
바스티온,모이라,상성,힐러,2.0,유리
바스티온,우양,상성,힐러,0.0,중립
바스티온,젠야타,상성,힐러,-2.0,불리
캐서디,D.Mon,상성,탱커,-2.0,
캐서디,D.Va,상성,탱커,-3.0,매우 불리
캐서디,둠피스트,상성,탱커,1.0,약간 유리
캐서디,해저드,상성,탱커,-1.0,약간 불리
캐서디,정커퀸,상성,탱커,0.0,중립
캐서디,마우가,상성,탱커,-3.0,매우 불리
캐서디,오리사,상성,탱커,-1.5,약간 불리 불리 (보호 방벽 특전)
캐서디,라마트라,상성,탱커,-3.0,매우 불리
캐서디,라인하르트,상성,탱커,2.0,유리
캐서디,로드호그,상성,탱커,-2.0,불리
캐서디,시그마,상성,탱커,-2.0,불리
캐서디,윈스턴,상성,탱커,0.0,유리 불리 (은탄환 특전)
캐서디,레킹볼,상성,탱커,2.0,유리
캐서디,자리야,상성,탱커,-1.0,약간 불리
캐서디,안란,상성,딜러,3.0,
캐서디,애쉬,상성,딜러,-3.0,매우 불리
캐서디,바스티온,상성,딜러,-2.0,불리
캐서디,에코,상성,딜러,3.0,매우 유리
캐서디,엠레,상성,딜러,-2.0,불리
캐서디,프레야,상성,딜러,3.0,매우 유리
캐서디,겐지,상성,딜러,0.0,중립
캐서디,한조,상성,딜러,-2.0,불리
캐서디,정크랫,상성,딜러,0.0,중립
캐서디,메이,상성,딜러,1.0,약간 유리
캐서디,파라,상성,딜러,3.0,매우 유리
캐서디,리퍼,상성,딜러,2.0,유리
캐서디,시온,상성,딜러,2.0,
캐서디,시에라,상성,딜러,-3.0,매우 불리
캐서디,소전,상성,딜러,-2.0,불리
캐서디,솔저: 76,상성,딜러,0.0,중립
캐서디,솜브라,상성,딜러,3.0,매우 유리
캐서디,시메트라,상성,딜러,1.0,약간 유리
캐서디,토르비욘,상성,딜러,-1.0,약간 불리
캐서디,트레이서,상성,딜러,3.0,매우 유리
캐서디,벤데타,상성,딜러,3.0,매우 유리
캐서디,벤처,상성,딜러,3.0,매우 유리
캐서디,위도우메이커,상성,딜러,-2.0,불리
캐서디,아나,상성,힐러,-2.0,불리
캐서디,바티스트,상성,힐러,-1.0,약간 불리
캐서디,브리기테,상성,힐러,2.0,유리
캐서디,일리아리,상성,힐러,-2.0,불리
캐서디,제트팩 캣,상성,힐러,2.0,
캐서디,주노,상성,힐러,2.0,유리
캐서디,키리코,상성,힐러,2.0,유리
캐서디,라이프위버,상성,힐러,-1.0,약간 불리
캐서디,루시우,상성,힐러,2.0,유리
캐서디,메르시,상성,힐러,3.0,매우 유리
캐서디,미즈키,상성,힐러,-1.0,약간 불리
캐서디,모이라,상성,힐러,3.0,매우 유리
캐서디,우양,상성,힐러,1.0,
캐서디,젠야타,상성,힐러,2.0,유리
에코,D.Mon,상성,탱커,-2.0,
에코,D.Va,상성,탱커,2.0,유리
에코,도미나,상성,탱커,2.0,유리
에코,둠피스트,상성,탱커,2.0,유리
에코,해저드,상성,탱커,3.0,매우 유리
에코,정커퀸,상성,탱커,3.0,매우 유리
에코,마우가,상성,탱커,0.0,중립
에코,오리사,상성,탱커,1.0,약간 유리
에코,라마트라,상성,탱커,1.0,약간 유리
에코,라인하르트,상성,탱커,3.0,매우 유리
에코,로드호그,상성,탱커,-1.0,약간 불리
에코,시그마,상성,탱커,3.0,매우 유리
에코,윈스턴,상성,탱커,-2.0,불리
에코,레킹볼,상성,탱커,2.0,유리
에코,자리야,상성,탱커,1.0,약간 유리
에코,안란,상성,딜러,-2.0,불리
에코,애쉬,상성,딜러,-2.0,불리
에코,바스티온,상성,딜러,2.0,유리
에코,캐서디,상성,딜러,-3.0,매우 불리
에코,엠레,상성,딜러,-2.0,불리
에코,프레야,상성,딜러,-2.0,불리
에코,겐지,상성,딜러,3.0,매우 유리
에코,한조,상성,딜러,1.0,약간 유리
에코,정크랫,상성,딜러,3.0,매우 유리
에코,메이,상성,딜러,1.0,약간 유리
에코,파라,상성,딜러,2.0,유리
에코,리퍼,상성,딜러,3.0,매우 유리
에코,시온,상성,딜러,-1.0,약간 불리
에코,시에라,상성,딜러,-2.0,불리
에코,소전,상성,딜러,0.0,중립
에코,솔저: 76,상성,딜러,-2.0,불리
에코,솜브라,상성,딜러,-2.0,불리
에코,시메트라,상성,딜러,3.0,매우 유리
에코,토르비욘,상성,딜러,-1.0,약간 불리
에코,트레이서,상성,딜러,-3.0,매우 불리
에코,벤데타,상성,딜러,3.0,매우 유리
에코,벤처,상성,딜러,3.0,매우 유리
에코,위도우메이커,상성,딜러,-2.0,불리
에코,아나,상성,힐러,0.0,중립
에코,바티스트,상성,힐러,-2.0,불리
에코,브리기테,상성,힐러,3.0,매우 유리
에코,일리아리,상성,힐러,-2.0,불리
에코,제트팩 캣,상성,힐러,-2.0,불리
에코,주노,상성,힐러,-2.0,불리
에코,키리코,상성,힐러,-3.0,매우 불리
에코,라이프위버,상성,힐러,2.0,유리
에코,루시우,상성,힐러,0.0,중립
에코,메르시,상성,힐러,0.0,중립
에코,미즈키,상성,힐러,2.0,유리
에코,모이라,상성,힐러,0.0,중립
에코,우양,상성,힐러,2.0,유리
에코,젠야타,상성,힐러,-2.0,불리
엠레,D.Mon,상성,탱커,-2.0,
엠레,D.Va,상성,탱커,-3.0,매우 불리
엠레,도미나,상성,탱커,0.0,중립
엠레,둠피스트,상성,탱커,2.0,유리
엠레,해저드,상성,탱커,-3.0,매우 불리
엠레,정커퀸,상성,탱커,2.0,유리
엠레,마우가,상성,탱커,2.0,유리
엠레,오리사,상성,탱커,2.0,유리
엠레,라마트라,상성,탱커,2.0,유리
엠레,라인하르트,상성,탱커,2.0,유리
엠레,로드호그,상성,탱커,2.0,유리
엠레,시그마,상성,탱커,-2.0,불리
엠레,윈스턴,상성,탱커,0.0,중립
엠레,레킹볼,상성,탱커,-2.0,불리
엠레,자리야,상성,탱커,2.0,유리
엠레,안란,상성,딜러,-2.0,불리
엠레,애쉬,상성,딜러,0.0,중립
엠레,바스티온,상성,딜러,0.0,유리 불리 (린드홀름 폭발물 특전)
엠레,캐서디,상성,딜러,2.0,유리
엠레,에코,상성,딜러,2.0,유리
엠레,프레야,상성,딜러,2.0,유리
엠레,겐지,상성,딜러,-2.0,불리
엠레,한조,상성,딜러,-2.0,불리
엠레,정크랫,상성,딜러,2.0,유리
엠레,메이,상성,딜러,2.0,유리
엠레,파라,상성,딜러,3.0,매우 유리
엠레,리퍼,상성,딜러,0.0,중립
엠레,시온,상성,딜러,0.0,
엠레,시에라,상성,딜러,2.0,
엠레,소전,상성,딜러,0.0,중립
엠레,솔저: 76,상성,딜러,-2.0,불리
엠레,솜브라,상성,딜러,2.0,유리
엠레,시메트라,상성,딜러,2.0,유리
엠레,토르비욘,상성,딜러,3.0,매우 유리
엠레,트레이서,상성,딜러,1.0,약간 유리
엠레,벤데타,상성,딜러,-2.0,불리
엠레,벤처,상성,딜러,0.0,중립
엠레,위도우메이커,상성,딜러,-2.0,불리
엠레,아나,상성,힐러,0.0,중립
엠레,바티스트,상성,힐러,-1.0,약간 불리
엠레,브리기테,상성,힐러,3.0,매우 유리
엠레,일리아리,상성,힐러,2.0,유리
엠레,제트팩 캣,상성,힐러,3.0,매우 유리
엠레,주노,상성,힐러,2.0,유리
엠레,키리코,상성,힐러,2.0,유리
엠레,라이프위버,상성,힐러,2.0,유리
엠레,루시우,상성,힐러,2.0,유리
엠레,메르시,상성,힐러,2.0,유리
엠레,미즈키,상성,힐러,0.0,중립
엠레,모이라,상성,힐러,2.0,유리
엠레,우양,상성,힐러,0.0,중립
엠레,젠야타,상성,힐러,2.0,유리
프레야,D.Mon,상성,탱커,0.0,중립
프레야,D.Va,상성,탱커,-3.0,매우 불리
프레야,도미나,상성,탱커,1.0,약간 유리
프레야,둠피스트,상성,탱커,3.0,매우 유리
프레야,해저드,상성,탱커,2.0,유리
프레야,정커퀸,상성,탱커,3.0,매우 유리
프레야,마우가,상성,탱커,2.0,유리
프레야,오리사,상성,탱커,0.0,유리 불리 (보호 방벽 특전)
프레야,라마트라,상성,탱커,1.0,유리 (네메시스 모드) 중립 (옴닉 모드)
프레야,라인하르트,상성,탱커,3.0,매우 유리
프레야,로드호그,상성,탱커,3.0,매우 유리
프레야,시그마,상성,탱커,-2.0,불리
프레야,윈스턴,상성,탱커,0.0,중립
프레야,레킹볼,상성,탱커,2.0,유리
프레야,자리야,상성,탱커,0.0,유리 (대인전) 불리 (운영)
프레야,안란,상성,딜러,2.0,유리
프레야,애쉬,상성,딜러,-3.0,매우 불리
프레야,바스티온,상성,딜러,3.0,매우 유리
프레야,캐서디,상성,딜러,-1.5,중립 매우 불리 (은탄환 특전)
프레야,에코,상성,딜러,2.0,유리
프레야,엠레,상성,딜러,-2.0,불리
프레야,겐지,상성,딜러,1.0,약간 유리
프레야,한조,상성,딜러,2.0,유리
프레야,정크랫,상성,딜러,3.0,매우 유리
프레야,메이,상성,딜러,2.0,유리
프레야,파라,상성,딜러,2.0,유리
프레야,리퍼,상성,딜러,0.0,중립
프레야,시온,상성,딜러,0.0,
프레야,시에라,상성,딜러,2.0,
프레야,소전,상성,딜러,1.0,약간 유리
프레야,솔저: 76,상성,딜러,-2.0,불리
프레야,솜브라,상성,딜러,-3.0,매우 불리
프레야,시메트라,상성,딜러,3.0,매우 유리
프레야,토르비욘,상성,딜러,3.0,매우 유리
프레야,트레이서,상성,딜러,-2.0,불리
프레야,벤데타,상성,딜러,3.0,매우 유리
프레야,벤처,상성,딜러,1.0,약간 유리
프레야,위도우메이커,상성,딜러,-3.0,매우 불리
프레야,아나,상성,힐러,0.0,중립
프레야,바티스트,상성,힐러,0.0,중립
프레야,브리기테,상성,힐러,3.0,매우 유리
프레야,일리아리,상성,힐러,-3.0,매우 불리
프레야,제트팩 캣,상성,힐러,0.0,중립
프레야,주노,상성,힐러,2.0,유리
프레야,키리코,상성,힐러,2.0,유리
프레야,라이프위버,상성,힐러,3.0,매우 유리
프레야,루시우,상성,힐러,2.0,유리
프레야,메르시,상성,힐러,2.0,유리
프레야,미즈키,상성,힐러,0.0,중립
프레야,모이라,상성,힐러,3.0,매우 유리
프레야,우양,상성,힐러,2.0,유리
프레야,젠야타,상성,힐러,3.0,매우 유리
겐지,D.Mon,상성,탱커,-1.0,약간 불리
겐지,D.Va,상성,탱커,3,매우 유리 (팀파이트) 중립 (대인전) [v1.5 팀전 값 채택]
겐지,도미나,상성,탱커,2,매우 불리 (대인전) 유리 (팀파이트) [v1.5 팀전 값 채택]
겐지,둠피스트,상성,탱커,-2.0,불리
겐지,해저드,상성,탱커,0.0,중립
겐지,정커퀸,상성,탱커,0.0,중립
겐지,마우가,상성,탱커,1.0,약간 유리
겐지,오리사,상성,탱커,1.0,중립 유리 (보호 방벽 특전)
겐지,라마트라,상성,탱커,0.0,중립
겐지,라인하르트,상성,탱커,-0.5,유리 (평상시) 매우 불리 (근접 및 용검 사용 시)
겐지,로드호그,상성,탱커,-3.0,매우 불리
겐지,시그마,상성,탱커,-2.0,불리
겐지,윈스턴,상성,탱커,-3.0,매우 불리
겐지,레킹볼,상성,탱커,-2.0,불리
겐지,자리야,상성,탱커,-3.0,매우 불리
겐지,안란,상성,딜러,-3.0,매우 불리
겐지,애쉬,상성,딜러,3.0,매우 유리
겐지,바스티온,상성,딜러,3.0,매우 유리
겐지,캐서디,상성,딜러,0.0,중립
겐지,에코,상성,딜러,-3.0,매우 불리
겐지,엠레,상성,딜러,2.0,유리
겐지,프레야,상성,딜러,-1.0,약간 불리
겐지,한조,상성,딜러,2.0,유리
겐지,정크랫,상성,딜러,0.0,중립
겐지,메이,상성,딜러,-2.0,불리
겐지,파라,상성,딜러,-3.0,매우 불리
겐지,리퍼,상성,딜러,0.0,중립
겐지,시온,상성,딜러,1.0,약간 유리
겐지,시에라,상성,딜러,0.0,중립
겐지,소전,상성,딜러,2.0,유리
겐지,솔저: 76,상성,딜러,2.0,유리
겐지,솜브라,상성,딜러,-2.0,불리 (운영)
겐지,시메트라,상성,딜러,-3.0,매우 불리
겐지,토르비욘,상성,딜러,-3.0,매우 불리
겐지,트레이서,상성,딜러,0.0,중립
겐지,벤데타,상성,딜러,-2.0,불리
겐지,벤처,상성,딜러,0.0,중립
겐지,위도우메이커,상성,딜러,3.0,매우 유리
겐지,아나,상성,힐러,0.0,중립
겐지,바티스트,상성,힐러,0.0,중립
겐지,브리기테,상성,힐러,-2.0,불리
겐지,일리아리,상성,힐러,-1.0,중립 불리 (일광 화상 특전)
겐지,제트팩 캣,상성,힐러,-3.0,매우 불리
겐지,주노,상성,힐러,2.0,유리
겐지,키리코,상성,힐러,2.0,유리
겐지,라이프위버,상성,힐러,0.0,중립
겐지,루시우,상성,힐러,0.0,중립
겐지,메르시,상성,힐러,0,매우 유리 (1대1) 중립 (팀파이트) [v1.5 팀전 값 채택]
겐지,미즈키,상성,힐러,0.0,중립
겐지,모이라,상성,힐러,-2.0,불리
겐지,우양,상성,힐러,2.0,유리
겐지,젠야타,상성,힐러,3.0,매우 유리
한조,D.Mon,상성,탱커,1.0,
한조,D.Va,상성,탱커,-2.0,불리
한조,도미나,상성,탱커,2.0,
